seq,page_num,content,chapter_title,all_sections,count_words,count_sent,state,is_table,book_title,book_path
138,146,"Illinois Power Agency  2022 Long-Term Plan (Final)  August 23, 2022 
   
customer cannot include “costs associated with any contracts entered into before the delivery year 
in which the customer files the initial compliance report to be eligible for participation in the self-
direct program” or “costs associated with procuring renewable energy credits through existing and 
future contracts through the Adjustable Block Program, subsection (c-5) of this Section 1-75, and the 
Solar  for  All  Program,”  although  as  the  ICC  recognized  in  Docket  No.  22-0231,  Section  1-
75(c)(1)(R)(4)’s reliance on crediting the “estimated portion” of utility-scale REC delivery costs could 
create overlap into actual costs from those categories.267      
6.5.1.1.  Self-Direct Bill Crediting: Interpretive Issues  
As described under this language, this calculation has multiple parts, including some contradictory 
elements.  The credit back to that customer hinges then on the “anticipated cost of renewable energy 
credit deliveries under contracts for new utility-scale wind and new utility-scale solar entered for 
each delivery year after” that participation begins.  But that credit must be must also be “the 
estimated portion of the cost authorized by subparagraph (E) of paragraph (1) of this subsection (c) 
that supported the annual procurement of utility-scale renewable energy credits in the prior delivery 
year.”  Reconciling this language is not easy, but certain framing principles emerge that the IPA 
believes are appropriate for implementation of the self-direct program. 
As outlined above and reinforced by the Illinois Commerce Commission in Docket No. 22-0231, self-
direct  bill  crediting  concerns  only  costs  reflective  of  utility-scale  wind  and  utility-scale  solar 
procurements, and expressly not “costs associated with procuring renewable energy credits through 
existing and future contracts through the Adjustable Block Program, subsection (c-5) of this Section 
1-75, and the Solar for All Program.”  This provides a defined universe of contract types for which 
costs can be utilized in establishing bill crediting levels.  Self-direct bill crediting should also not 
include “costs associated with any contracts entered into before the delivery year in which the 
customer files the initial compliance report to be eligible for participation in the self-direct program,” 
but this limitation introduces problematic variance in the self-direct credit level by basing that credit 
level on the specific year of a given customer’s self-direct participation.     
The Illinois Commerce Commission addressed these issues in approving the IPA’s Long-Term 
Renewable Resources Procurement Plan in Docket No. 22-0231.  The IPA’s filed Plan had originally 
proposed that a customer’s crediting level be pegged to that customer’s first year of self-direct 
program participation, with only REC delivery contract costs for utility-scale REC contracts entered 
into after that participation providing the universe of contracts whose costs could be credited back 
to customers.  In its Final Order approving the Plan, the Commission concluded that “it is more 
appropriate that a three-year rolling average of eligible utility-scale REC delivery contracts be used, 
consisting of the two-years prior to the year being determined and the third year  being the 
anticipated costs” outlined in the Plan.268  This approach both addressed the Commission’s concern 
that establishing the credit based on the self-direct customer’s participation date “instills too much 
instability for Self-Direct Program participants”269 while also ensuring that only costs associated with 
utility-scale REC delivery contracts were credited.   
 
267 See Docket No. 22-0231, Final Order dated July 14, 2022 at 39-40.   
268 Id. at 40.   
269 Id. at 39. 
138 
 ",6. Self-Direct Renewable Portfolio Standard Compliance Program ,[],764,15,illinois,False,2022 Long-Term Renewable Resources Procurement Plan,docs/raw/dump/illinois/IL_State_2022.pdf
139,147,"Illinois Power Agency  2022 Long-Term Plan (Final)  August 23, 2022 
   
Based on the IPA’s understanding of the Commission’s Order, self-direct crediting levels are still to 
be determined annually—the Commission states that “the IPA’s proposed implementation of the 
requirement to annually calculate the credit,  which provides different credit levels based on a 
customer’s date of enrollment” is what offers undesirable instability, and a methodology which looks 
at “two year priors to the year being determined and the third year being the anticipated costs” will 
necessarily require a different determination annually—but self-direct crediting levels are fixed 
across all participants for a given delivery year, regardless of that customer’s first year of self-direct 
program participation.    
The Commission’s direction regarding the use of a three-year rolling average did not explicitly 
address how the costs for each of the three years should be determined. The Commission explained 
that the averaging approach would “reflect [the] statutory inconsistencies” and directed that “a three-
year rolling average of eligible utility-scale REC delivery contracts be used, consisting of the two-
years prior to the year being determined and the third year being the anticipated costs as outlined in 
the  [Plan].”270  The  Order  does  not  elaborate  on  which  utility-scale  REC  contracts  should  be 
considered “eligible,” nor does it reference the section of the Plan it is referring to regarding 
anticipated costs. The Order might be understood to mean that only costs reflecting new contracts in 
each of the three years should be considered. The Order might alternatively be read to mean that the 
costs for all utility-scale RECs procured by the IPA for RPS compliance count for the previous two 
years (regardless of when the contracts were entered into), but that for the future (third) year, the 
Agency should use the methodology proposed in the Plan and limit the costs to those for new 
contracts. Finally, the Order could be read to mean that actual or expected costs from all utility-scale 
REC contracts used for RPS compliance should be considered (regardless of when the contracts were 
entered into) for each of the three years.  
The first of these options (only considering costs from new contracts in each of the three years) is 
problematic because of the lag between when the Agency enters into contracts for utility-scale REC 
procurement, and when those RECs are actually delivered and paid for. New utility-scale REC 
contracts virtually never have “costs” in the first year, so the credit would be set to zero for much or 
all of the time. This does not appear to be consistent with the Commission’s intent, as the Commission 
expressly stated that it sought to avoid a lag between participation and crediting. 
The second option (considering utility-scale contracts regardless of year entered into for the 
previous two years, but only considering new contracts for the future year) is problematic because 
that methodology would not produce a rolling average. To calculate a three-year rolling average, each 
calculation removes the data for the first year, retains the data for the second and third years, and 
adds in a new subsequent year, thereby “shifting” the three-year window forward by one year. If the 
Agency limited the costs for the “future” or third year to only new contracts, but included contracts 
regardless of age for the “previous” years one and two, it would be mixing apples and oranges. Each 
new calculation shifting the window would change the cost amount for individual years, because the 
universe of contracts (and therefore costs) would change.  
The Agency believes the third option is the best interpretation of the Commission’s Order: including 
costs for utility-scale REC contracts regardless of when the contracts were entered into in calculating 
the costs for each of the three years. This allows the Agency to calculate a three-year rolling average 
as directed by the Commission, and the resulting credit amount will be a non-zero number, which 
 
270 Id. at 39-40 (emphasis added).   
139 
 ",6. Self-Direct Renewable Portfolio Standard Compliance Program ,[],833,19,illinois,False,2022 Long-Term Renewable Resources Procurement Plan,docs/raw/dump/illinois/IL_State_2022.pdf
140,148,"Illinois Power Agency  2022 Long-Term Plan (Final)  August 23, 2022 
   
appears to best reflect the Commission’s desire to avoid a lag between participation and crediting. As 
the Commission acknowledges in its Order, it could be argued that this approach is inconsistent with 
the statutory directive to “not include . . . costs associated with any contracts entered into before the 
delivery year in which the customer files the initial compliance report to be eligible for participation 
in the self-direct program.”271  
However, it is essentially impossible for an approach to comply with the requirement to not include 
costs associated with pre-existing contracts and also comply with the Commission’s directions to 1) 
apply the same annual credit amount to all self-direct customers, regardless of when the customers 
began participation, and 2) avoid a lag between participation and crediting. Compliance with both 
directions would only be possible if the credit (that applied to all self-direct customers) was limited 
to costs for utility-scale REC contracts entered into after the date that the most recent self-direct 
customer began participating; this would likely reset the credit to zero or near zero each time a new 
self-direct customer begins participating. This seems entirely inconsistent with the Commission’s 
intent. Therefore, in light of the conflicting directives, the Agency will follow the approach that 
appears to best integrate both the statutory language and the Commission Order. That is, the Agency 
will determine the self-direct credit each year based on the costs for utility-scale REC contracts in the 
previous two years and anticipated costs for the next year, regardless of what year the underlying 
REC contract was signed.  
The Commission must “approve the self-direct credit amount by June 1, 2023 and June 1 of each 
delivery year thereafter.”  Under the methodology outlined in the Commission’s Order, the IPA 
understands that its compliance filing seeking approval of the amount thus must include a credit 
value “expressed on a per kilowatt hour basis” that would apply to all participants.  Notably, if the 
IPA’s understanding of this methodology is incorrect, parties may contest the proposed self-direct 
values before the Commission and the Commission will provide a vote affirming those values before 
finalization.   
This crediting approach reflects something akin to a “like for like” crediting by class of expenditure—
the customer’s bill crediting level is determined using only utility-scale project RPS costs, based on 
an average of those costs to the RPS budget over a three-year period, and should not reflect costs 
used to support the ABP or ILSFA programs.     
6.5.1.2.  Self-Direct Bill Crediting Example  
Consistent  with  the  express  limitations  of  Section  1-75(c)(1)(R)(4)  and  the  Commission’s 
interpretive decisions from Docket No. 22-0231, the following is an example of how the Agency 
understands a self-direct crediting rate to be established.  The Commission’s Order requires that “a 
three-year rolling average of eligible utility-scale REC delivery contracts be used, consisting of the 
two-years prior to the year being determined and the third year being the anticipated costs as 
outlined in the [draft] LTRRPP.”272  For illustrative purposes, assume participation for the 2023 
delivery year (the first year of the program).  For this example, the IPA will average the RPS budget 
impacts for  utility-scale REC delivery contracts across the 2021-22 and 2022-23 delivery years 
regardless of when such contracts were executed and anticipated procurement costs associated with 
those contracts for the upcoming (2023-24) delivery year.  Similarly, self-direct crediting for the 
 
271 Id. at 40 (quoting 20 ILCS 3855/1-75(c)(1)(R)(4)). 
272 Id.  
140 
 ",6. Self-Direct Renewable Portfolio Standard Compliance Program ,[],762,19,illinois,False,2022 Long-Term Renewable Resources Procurement Plan,docs/raw/dump/illinois/IL_State_2022.pdf
141,149,"Illinois Power Agency  2022 Long-Term Plan (Final)  August 23, 2022 
   
2025 delivery year would be dependent on actual utility-scale REC delivery contract costs from the 
2023 and 2024 delivery years and anticipated costs for the 2025 delivery year.  Anticipated costs 
would be determined through a) the Agency’s estimate of by when those projects will become 
energized and begin delivering RECs, and b) the Agency’s anticipated budget impacts from those 
contracts based on its forward price curve calculation under Section 1-75(c)(1)(G)(v).     
As distinguished from the proposal found in the filed Plan, one possible benefit of this approach is 
the presence of a single self-direct crediting rate for a given program year. A “three-year rolling 
average” will change year by year as the delivery years to compute that average change and those 
years’ costs vary. But, for the 2027 delivery year, a customer with initial participation in 2024 would 
receive the same crediting level as a customer with initial participation in 2026—even if that 
crediting level will be different in the 2028 delivery year.     
These anticipated delivery year costs would then be reduced down to an average fractional amount 
of the amount of collections authorized under Section 1-75(c)(1)(E) of the Act for the three delivery 
years.  That fractional amount may be expressed as a percentage, and that percentage would then be 
used for a per kwh calculation of the credit due back to participating customers.  Thus, if the 
volumetric RPS charge authorized by Section 1-75(c)(1)(E) was 1 cent per kilowatt hour, and 
anticipated qualifying contract costs constituted 10% of the RPS expenditures across those three 
years, then the applicable self-direct credit would be calculated as 0.1 cents per kilowatt hour.  That 
crediting level would then be applied to the entirety of that customer’s load so long as that customer 
was retiring the qualifying percentage of RECs (at least 40% of load); for additional REC retirements 
beyond 40%, the law does not contemplate an adjustment in crediting rate and the customer would 
continue to be able to claim the environmental benefits of that renewable energy usage.   
6.5.1.3.  Self-Direct Bill Crediting: Compliance Filing  
Section 1-75(c)(1)(R)(4) also requires that the IPA annually calculate the self-direct crediting 
amount(s) and “submit this to the Commission in an annual compliance filing,” with the Commission 
required to “approve the self-direct credit amount by June 1, 2023 and June 1 of each delivery year 
thereafter.”  This provision raises a series of procedural questions, as outlined below.   
The first question is in what proceeding the Agency should provide its compliance filing.  The Agency 
believes that the proceeding featuring the most recently approved Long-Term Plan should be the 
proceeding in which a compliance filing is made.  Thus, for 2023, the Agency will submit its self-direct 
crediting calculation within the proceeding used to approve this Long-Term Plan.   
The second question concerns how the Commission is to “approve the self-direct amount,” as the 
Commission does not traditionally “approve” a compliance filing.  Instead, a compliance filing is 
simply made to ensure compliance with a prior Commission directive; but unless prompted by a 
reopening or motion, no Commission action is required.  Here, the IPA believes it can best manage 
the tension between Commission approval and the form of a compliance filing by a) engaging 
stakeholders in a comment process on the self-direct crediting rate prior to making its compliance 
filing and b) making its compliance filing early enough to allow for any parties to challenge that filing 
through petition to the Commission.  Further, under the Commission’s Order in Docket No. 22-0231, 
the Commission must take an overt action every year to approve the self-direct credits, in the same 
141 
 ",6. Self-Direct Renewable Portfolio Standard Compliance Program ,[],773,19,illinois,False,2022 Long-Term Renewable Resources Procurement Plan,docs/raw/dump/illinois/IL_State_2022.pdf
142,150,"Illinois Power Agency  2022 Long-Term Plan (Final)  August 23, 2022 
   
manner as the Commission approves benchmarks utilized for competitive procurements.273  Thus, 
after the IPA’s compliance filing and after allowing sufficient time for parties to contest that filing, the 
Commission shall place on its agenda a vote to approve the self-direct credit.274     
The third question concerns timing: while the Commission must approve a self-direct crediting 
amount by June 1 – the start of a delivery year – the Agency understands that this amount must be 
known to Illinois electric utilities well before June 1 for application within the delivery year beginning 
June 1.  The Agency has proposed a schedule for the first year of the self-direct program later in this 
Chapter and hopes that schedule may accommodate the utilities’ bill crediting calculation needs.     
For the substance of the compliance filing, the Agency will include, at minimum, the following: actual 
or anticipated costs of utility-scale REC delivery contracts by delivery year for the three years utilized 
for the rolling average, including the anticipated volumes of REC deliveries from those projects and 
aggregated assumptions about price (mindful of the confidentiality of individual bid prices) and a 
narrative explanation of how and why those calculations were made, as well as the self-direct credit 
applicable to all customers expressed as a per kilowatt-hour value.  As the self-direct program confers 
a benefit onto a large energy customer that is not otherwise available to other customers, the 
compliance filing may also include an identification of participating customers and renewable energy 
projects.   
Separate from that compliance filing, Section 1-125(b)(5) of the IPA Act also now requires the Agency 
to report annually on “the total amount of customer load featuring renewable portfolio standard 
compliance obligations scheduled to be met by self-direct customers” pursuant to the self-direct 
program,  as well as “the minimum annual quantities of renewable energy credits scheduled to be 
retired by those customers and amount of installed renewable energy generating capacity used to 
meet” the self-direct program’s requirements.   
6.5.2.  Procurement Target Adjustments    
Section 1-75(c)(1)(R)(3) provides that each REC procured in connection with the self-direct program 
“shall reduce the total volume of renewable energy credits the Agency is otherwise required to 
procure from new utility-scale projects pursuant to subparagraph (C) of paragraph (1) of this 
subsection (c) on behalf of contracting utilities where the eligible self-direct customer is located.”  
The Agency will include estimates of RECs procured in connection with the self-direct program, as 
well as anticipated RPS budget adjustments necessitated by self-direct program bill crediting, in its 
analyses of RPS Goals, Targets, and Budgets produced through its Long-Term Plans and interim 
updates posted on its website.   
6.6. Self-Direct Program Size & Selection   
Section 1-75(c)(1)(R)(3) requires that the Agency shall “annually determine the amount of utility-
scale renewable energy credits it will include each year from the self-direct renewable portfolio 
standard compliance program.”  In making this determination, “the Agency shall evaluate publicly 
available analyses and studies of the potential market size for utility-scale renewable energy long-
term purchase agreements by commercial and industrial energy customers and make that report 
publicly available.”  The Agency did not seek to establish a fixed first-year program size through this 
 
273 Id. at 40-41.   
274 See id.   
142 
 ",6. Self-Direct Renewable Portfolio Standard Compliance Program ,[],694,14,illinois,False,2022 Long-Term Renewable Resources Procurement Plan,docs/raw/dump/illinois/IL_State_2022.pdf
143,151,"Illinois Power Agency  2022 Long-Term Plan (Final)  August 23, 2022 
   
Plan’s approval, and instead determined that it would be inappropriate to do so until after the Plan’s 
approval by the Commission (after which all parties now have more certainty regarding the self-
direct program’s mechanics).   
6.6.1.  Current Publicly Available Analyses and Studies    
Publicly available analyses and studies of the potential market size for utility-scale renewable energy 
long-term purchase agreements by commercial and industrial energy customers include analyses of 
large commercial and industrial (“C&I”) customer purchases of RECs or bundled renewable energy 
and RECs from utility-scale renewable resources through power purchase agreements (“PPAs”) or 
virtual power purchase agreements (“VPPAs”).  PPAs require the delivery of electricity sold under 
the agreement to the buyer, while VPPAs are financial transactions.  VPPAs provide corporate buyers 
with flexibility in terms of the location of the renewable resource in that the renewable energy is not 
necessarily delivered to the buyer’s specific location and allows the buyer to hedge exposure to 
wholesale market prices through a bundled financial transaction.   
Data regarding the capacity and generation associated with large C&I PPAs and VPPAs announced or 
executed with utility-scale wind and solar projects are available from several sources,275 although 
none of these data sources offer a comprehensive assessment of the potential size of the C&I self-
direct market in Illinois specifically.  Several relevant studies conducted by third parties are currently 
available.276  The Agency can also utilize the latest C&I consumption and utility scale renewable 
generation data available from the U.S. Energy Information Administration (“EIA”) to define the 
overall size of the commercial and industrial electricity markets, as well as the amount of utility-scale 
wind and utility-scale solar capacity and generation in Illinois.277   
The  EIA  reported  that  for  2020,  sales  of  electricity  to  ultimate  customers  in  Illinois  for  the 
Commercial Sector amounted to 45,915,000 MWh, down from 49,279,000 MWh in 2019, and for the 
Industrial Sector 39,105,000 MWh in 2020, down from 43,250,000 MWh in 2019.278 Generation from 
utility-scale wind and utility-scale solar projects for 2020 was reported as 17,204,000 MWh, 
reflecting utility-scale wind capacity of 6,329 MW and utility-scale solar capacity of 115.7 MW.  Most 
of this generation and the associated capacity were not supplied directly to large C&I customers 
under PPAs or VPPAs.  More specific data is available from various sources that typically report the 
amount of C&I renewable contract activity in terms of capacity, which can be converted to estimated 
generation using historical capacity factors relevant to each technology.   
However, total capacity in operation in any year does not provide an accurate indication of the likely 
size of the Self-Direct Customer market.  Historical annual capacity additions are a better indicator 
of what can be expected for the number of RECs that could be procured annually through the Self-
 
275 The relevant data sources include S&P Global Market Intelligence, https://www.spglobal.com/marketintelligence/en/ , Clean Energy 
Buyers Association (CEBA), “CEBA Deal Tracker”, “CEBA State of the Market Report.”, and Green Biz Clean Energy Deal Tracker. 
276 In determining program size, the Agency plans to review the currently available or updated studies including (i) S&P Global Market 
Intelligence, RRA Regulatory Focus, 2021 Corporate Renewables Outlook, April 21, 2021., (ii) J.Kobus, A.I. Nasrallah, J. Guidera, Columbia, 
SIPA, Center on Global Energy Policy, “The Role of Corporate Renewable Power Purchase Agreements in Supporting U.S. Wind and Solar 
Deployment, March 2021.”, and (iii) Retail Industry Leaders Association, “Corporate Clean Electricity Procurement Index 2020: State 
Leadership & Rankings.”, March 2020. The Agency will also review other studies that may become available. 
277 For example, see U.S. Energy Information Administration Electric Power Monthly, November 2021, Tables 5.4.A. and 5.4.B. -- Sales of 
Electricity  to  Ultimate  Customers  by  End-Use  Sectors  by  State.  
https://www.eia.gov/electricity/monthly/current_month/november2021.pdf 
278 U.S. EIA, Electric Power Monthly, February 2021. www.eia.gov/electricity/monthly/.  
143 
 ",6. Self-Direct Renewable Portfolio Standard Compliance Program ,[],825,20,illinois,False,2022 Long-Term Renewable Resources Procurement Plan,docs/raw/dump/illinois/IL_State_2022.pdf
144,152,"Illinois Power Agency  2022 Long-Term Plan (Final)  August 23, 2022 
   
Direct RPS Compliance Program.  The Retail Industry Leaders Association, based on data obtained 
from the Clean Energy Buyers Association, the Solar Energy Industries Association, and the American 
Wind Energy Association, reported that the procurement of electricity from offsite third-party utility-
scale wind and utility-scale solar projects in Illinois increased from 175 MW in 2017 to 988 MW in 
2020 or an annual average of 271 MW during that period.279  Assuming a capacity factor of 30%, this 
would be equivalent to 712,188 RECs during each of those years. 
S&P Global Market Intelligence indicated that as of early 2021 there were almost 3,300 MW of 
corporate renewable energy deals in place in Illinois.280  Table 6-1 provides a summary of the specific 
C&I renewable agreements with utility-scale wind and utility-scale solar projects in Illinois reported 
by S&P Global.   
Table 6-1: Representative Corporate Agreements with Utility-Scale Wind and Utility-Scale 
Solar Projects in Illinois 
Corporate Entity  Operation Date  Technology  Capacity under 
Agreement (MW) 
Microsoft  2015  Wind  175 
Verizon  2020  Wind  130 
FB/Meta  2021  Wind  170 
Amazon  2022  Solar  100 
Amazon  2022  Wind  100 
Amazon  2022  Solar  90 
 
While this is not a complete list of the C&I renewable resource agreements with utility-scale wind 
and utility-scale solar projects in Illinois, it is representative of the deals in the market—which may 
provide an indication of the number of RECs that could be procured through the Self-Direct RPS 
Compliance Program.  The reported Amazon deals would produce approximately 762,120 RECs in 
the first full year of operations for these projects. 
GreenBiz maintains an on-line blog that tracks and compiles major corporate renewable energy deals 
on a quarterly basis since the first quarter of 2018.281  The information on renewable energy deals is 
based on corporate press releases, trade industry news alerts and media articles.  Table 6-2 provides 
a summary of the information complied by GreenBiz through the third quarter of 2021. 
   
 
279 Retail Industry leaders Association, Corporate Clean Electricity Procurement Index 2020: State Leadership & Rankings. 
280 S&P Global Market Intelligence, “RRA Regulatory Focus, 2021 Corporate Renewables Outlook,” April 21, 2021. 
281 See www.greenbiz.com/blogs/enterprise/clean-energy-deal-tracker. Accessed 12/10/2021. 
144 
 ",6. Self-Direct Renewable Portfolio Standard Compliance Program ,[],485,15,illinois,True,2022 Long-Term Renewable Resources Procurement Plan,docs/raw/dump/illinois/IL_State_2022.pdf
145,153,"Illinois Power Agency  2022 Long-Term Plan (Final)  August 23, 2022 
   
Table 6-2: Major Corporate Renewable Energy Deals in Illinois Tracked by GreenBiz 
Corporate Entity  Date Reported  Technology  Proposed Capacity 
(MW) 
Bloomberg  2018  Wind  17 
General Motors  2018  Wind  100 
Comcast  2018  Wind  9 
Salesforce  2018  Wind  80 
Apple,  Akamai,  Etsy,  2018  Wind  125 
Swiss Re 
Starbucks282  2018  Wind  14 
Walmart  2018  Wind  50 
Walmart  2018  Wind  123 
Target  2019  Wind  79 
St. Gobain  2020  Wind  120 
Cargill  2020  Solar  200 
FB/Meta  2020  Wind  130 
Lowes  2020  Solar  250 
JP Morgan Chase  2021  Wind  75 
Mars, Inc.  2021  Wind  121 
 
In 2020 a total of 700 MW of renewable energy contracts in Illinois were announced, which would 
produce approximately 1,839,600 RECs.  
In response to the IPA’s request for interested party comments on the size of the self-direct market, 
Advanced Energy Economy and TechNet recommended that the program size should be 4,000 MW. 
This program size recommendation is based on the 2021 Columbia study that new U.S. corporate 
renewable energy capacity additions through 2030 would range from 55 GW to 85 MW.  Assuming 
that these capacity additions in Illinois would be in line with the EIA data that shows Illinois 
electricity sales to be approximately 3.6% of total U.S. electricity sales, then the new corporate 
renewable energy capacity for Illinois would be 3.6% of the total for the U.S. or in the range of 1,980 
MW to 3,060 MW.   To this range, TechNet added Advanced Energy Economy’s estimate of 1,650 MW 
of existing corporate renewable energy capacity to yield an estimate of the self-direct market size of 
3,630 MW to 4,710 MW which was rounded to 4,000 MW.283    
6.6.2.  Establishing Program Size  
The Agency plans to evaluate the studies and the data available from the sources discussed above, 
including updates to the studies and data, to produce an annual report which will include an 
assessment of the large C&I customer renewable energy market and estimates of the number of RECs 
expected to be available from eligible C&I customers each year.  Analysis included in the report will 
also consider any applications from the prior year that could not be supported under that year’s 
program size.  That report will be made available by early January of each year—with the first such 
report to be published in January 2023—and followed by a brief stakeholder comment process.  After 
the conclusion of that comment process, the Agency plans to announce the program size for the 
 
282 Additional information for this PPA showed that the Starbucks agreement was with Enel Green Power North America, Inc.’s Hill Topper 
wind farm in Logan County which would supply 48,000 MWh for 340 Starbucks stores in Illinois.  Smart Energy Decisions, “Starbucks 
reaches 100% RE in Illinois with wind power,” August 9, 2019. 
283 See https://ipa.illinois.gov/energy-procurement/comments-on-the-draft-2022-long-term-renewable-resources-procure.html. 
145 
 ",6. Self-Direct Renewable Portfolio Standard Compliance Program ,[],624,19,illinois,True,2022 Long-Term Renewable Resources Procurement Plan,docs/raw/dump/illinois/IL_State_2022.pdf
146,154,"Illinois Power Agency  2022 Long-Term Plan (Final)  August 23, 2022 
   
upcoming year delivery by February 1 of that calendar year.  That program size will be published by 
RECs, as envisioned under the law (“The Agency shall annually determine the amount of utility-scale 
renewable energy credits it will include each year…”), but illustrative examples of installed capacity 
needed to meet those REC totals by technology will also be provided.     
The Agency is also considering a Request for Information process through which potentially-
interested self-direct customers could identify themselves to the Agency to help inform market size, 
and hopes to work with both alternative retail electric suppliers and electric utilities involved with 
bill crediting on promoting the self-direct program.  The Agency will also consider developing 
standardized materials about the program to assist in encouraging participation.     
6.6.3.  Selecting Between Competing Applications  
Section 1-75(c)(1)(R)(3) also provides that “[i]f demand for participation in the self-direct renewable 
portfolio standard compliance program exceeds availability, the Agency shall ensure participation is 
evenly split between commercial and industrial users to the extent there is sufficient demand from 
both customer classes.”  This requirement contemplates that self-direct program applications will 
not be reviewed and approved on a rolling basis, but instead will feature an application window 
during which all applications are reviewed and determinations about selection – such as application 
of this C&I balancing requirement – will be made at the conclusion of that window closing.  As 
explained  later  in  this  Chapter,  the  Agency  proposes  to  structure  its  application  process  in 
accordance with this structure.   
This balancing requirement will operate to ensure that should the Agency receive more qualifying 
applications  than  program  capacity  can  support,  priority  shall  be  offered  to  ensure  equal 
participation between commercial customers and industrial customers.  Thus, if program size is 
100x, and the Agency has received 70x of qualifying commercial customer applications and 50x of 
qualifying industrial applications, then the 20x of applications not selected should be taken from the 
commercial customer segment.   
However, this does not provide direction between how to choose between competing applications 
within those categories.  Informed by stakeholder comments received, the Agency proposes the 
following approach to application selection should qualified applications exceed self-direct program 
capacity:   
First, the Agency will select applications in a manner consistent with the statutorily-mandated C&I 
balancing requirement—thus, if less than half of the program size is met through commercial or 
industrial customers, then all applications within that category will be considered selected.  If both 
categories have applications exceeding 50% of program capacity, then applications shall be selected 
within a category consistent with the following paragraphs.   
Next, customers with the highest percentage of RECs sourced from facilities located in Energy 
Transition Community Grant areas will be given preference.  This approach will help support 
communities impacted by the closure of coal mines, fossil fuel and nuclear plants and provide the 
commensurate employment opportunities that come from project development.  This approach 
aligns the self-direct program with Section 1-75(c)(1)(P) of the IPA Act prioritization of support for 
those communities. 
To next choose between any leftover competing applications within a given category (for instance, if 
no customer’s projects are located in Energy Transition Community Grant areas), the Agency shall 
146 
 ",6. Self-Direct Renewable Portfolio Standard Compliance Program ,[],686,17,illinois,False,2022 Long-Term Renewable Resources Procurement Plan,docs/raw/dump/illinois/IL_State_2022.pdf
147,155,"Illinois Power Agency  2022 Long-Term Plan (Final)  August 23, 2022 
   
give priority to those applications which demonstrate the highest percentage of qualifying RECs 
being retired relative to that customer’s usage from the previous delivery year.  Thus, a contract 
through which a customer’s usage is entirely met through a bundled (REC + energy) PPA or PPAs 
would receive top priority.   
Lastly, priority will be provided based on the total number of RECs planned to be procured and 
retired annually under the application.   
Projects not selected will be placed on an ordinal waitlist ranked in accordance with the criteria 
above.  Those projects will be required to reapply for consideration for the next program year, but 
once qualified, will be provided top priority in selection for that year.   
6.7. Self-Direct Program Application Process  
Section 1-75(c)(1)(R)(5) provides a minimum series of items required to be included on a customer’s 
application be a self-direct customer; those are outlined below:   
(i) the customer's certification that, at the time of the customer's application, the customer 
qualifies to be a self-direct eligible customer, including documents demonstrating that 
qualification; 
(ii) the customer's certification that the customer has entered into or will enter into by the 
beginning of the applicable procurement year, one or more bilateral contracts for new wind 
projects or new photovoltaic projects, including supporting documentation; 
(iii) certification that the contract or contracts for new renewable energy resources are long-
term contracts with term lengths of at least 10 years, including supporting documentation; 
(iv) certification of the quantities of renewable energy credits that the customer will purchase 
each year under such contract or contracts, including supporting documentation; 
(v) proof that the contract is sufficient to produce renewable energy credits to be equivalent 
in volume to at least 40% of the large energy customer's usage from the previous delivery 
year, measured to the nearest megawatt-hour; and 
(vi) certification that the customer intends to maintain the contract for the duration of the 
length of the contract. 
Specific application forms will be developed by the Agency across late 2022 and early 2023, and 
guidance regarding acceptable supporting evidence and documentation will be provided prior to the 
program’s opening for application.  At first blush, the Agency believes that supporting documentation 
demonstrating (i) through (v) will include requiring a combination of customer billing information 
(which is already required under Section 1-75(c)(1)(R)(3)) and the underlying legal instrument 
through which the customer will procure RECs, with the applicant customer having the option of 
redacting any confidential, non-essential information.   
As Section 1-75(c)(1)(R)(5)(ii) contemplates situations where the customer merely “will enter into” 
such contracts “by the beginning of the applicable procurement year,” a term sheet coupled with 
certification may be adequate to satisfy this requirement for initial application, but participation will 
be contingent on a binding REC delivery contract being provided to the Agency at least one month in 
advance of the start of the delivery year.      
147 
 ",6. Self-Direct Renewable Portfolio Standard Compliance Program ,[],619,11,illinois,False,2022 Long-Term Renewable Resources Procurement Plan,docs/raw/dump/illinois/IL_State_2022.pdf
